YORF	Cell-cycle Alpha-Factor 1	Cell-cycle Alpha-Factor 2	Cell-cycle Alpha-Factor 3	Cell-cycle Alpha-Factor 4	Cell-cycle Alpha-Factor 5	Cell-cycle Alpha-Factor 6	Cell-cycle Alpha-Factor 7	Cell-cycle Alpha-Factor 8	Cell-cycle Alpha-Factor 9	Cell-cycle Alpha-Factor 10	Cell-cycle Alpha-Factor 11	Cell-cycle Alpha-Factor 12	Cell-cycle Alpha-Factor 13	Cell-cycle Alpha-Factor 14	Cell-cycle Alpha-Factor 15	Cell-cycle Alpha-Factor 16	Cell-cycle Alpha-Factor 17	Cell-cycle Alpha-Factor 18	Cell-cycle cdc15 10m	Cell-cycle cdc15 30m	Cell-cycle cdc15 50m	Cell-cycle cdc15 70m	Cell-cycle cdc15 80m	Cell-cycle cdc15 90m	Cell-cycle cdc15 100m	Cell-cycle cdc15 110m	Cell-cycle cdc15 120m	Cell-cycle cdc15 120m	Cell-cycle cdc15 130m	Cell-cycle cdc15 140m	Cell-cycle cdc15 150m	Cell-cycle cdc15 160m	Cell-cycle cdc15 160m	Cell-cycle cdc15 170m	Cell-cycle cdc15 180m	Cell-cycle cdc15 190m	Cell-cycle cdc15 200m	Cell-cycle cdc15 210m	Cell-cycle cdc15 220m	Cell-cycle cdc15 240m	Cell-cycle cdc15 250m	Cell-cycle cdc15 270m	Cell-cycle cdc15 290m	Cell-cycle Elutriation 0.0hrs	Cell-cycle Elutriation 0.5hrs	Cell-cycle Elutriation 1.0hrs	Cell-cycle Elutriation 1.5hrs	Cell-cycle Elutriation 2.0hrs	Cell-cycle Elutriation 2.5hrs	Cell-cycle Elutriation 3.0hrs	Cell-cycle Elutriation 3.5hrs	Cell-cycle Elutriation 4.0hrs	Cell-cycle Elutriation 4.5hrs	Cell-cycle Elutriation 5.0hrs	Cell-cycle Elutriation 5.5hrs	Cell-cycle Elutriation 6.0hrs	Cell-cycle Elutriation 6.5hrs	Cell-cycle CLN3 induction 30m	Cell-cycle CLN3 induction 40m	Cell-cycle CLB5 induction 40m	Sporulation 0	Sporulation 30m	Sporulation 2h	Sporulation 5h	Sporulation 7h	Sporulation 9h	Sporulation 11h	Sporulation 2h (v. 5h)	Sporulation 7h (v. 5h)	Sporulation 11h (v. 5h)	Sporulation ndt80- Early	Sporulation ndt80- Middle	Sporulation ndt80over	Diauxic Shift 19.0g/L	Diauxic Shift 18.7g/L	Diauxic Shift 17.6g/L	Diauxic Shift 14.0g/L	Diauxic Shift 7.5g/L	Diauxic Shift 0.2g/L	Diauxic Shift 0g/L
YDL086W	-0.03	-0.25	 0.03	-0.34	-0.04	-0.64	-0.12	-0.60	-0.15	-0.22	-0.17	-0.36	-0.18	-0.76	-0.43	-0.67	-0.60	-0.47	 0.29	-0.10	-0.30	-0.15	-0.36	 0.15	-0.79	 0.18	-0.12	-0.69	 0.19	-0.29	 0.16	-0.06	 0.30	-0.18	-0.25	 0.10	 0.19	 0.38	-0.09	-0.36	 0.00	-0.06	 0.15	 0.04	-0.42	-0.07	-0.54	-0.42	-0.32	-0.69	 0.08	-0.04	 0.04	-0.18	-0.06	 0.08	 0.40	-0.62	-0.43	-0.27	-0.20	-1.43	-0.32	-1.22	-1.89	-2.18	-1.89	 1.29	-0.60	-0.86	-0.76	-1.69	-0.71	 0.00	-0.12	 0.14	-0.22	-0.14	 0.24	-0.20
YAR029W	 0.06	 0.80	-0.07	-0.30	-0.25	-0.38	-0.06	 0.34	-0.20	 0.01	 0.21	-0.22	-0.23	-0.18		 0.28	-0.01	-0.06	-0.20	 0.28	-0.09	-0.38	-0.23	-0.36	 0.30	-0.97	 0.20	-0.22	-0.84	 0.36	 1.32	 0.07	-0.69	 0.42	 0.91	-0.27	 0.40	-0.54	 0.30	 1.02	-1.22	-0.34	-0.81	-0.30	-0.51	-0.04	 0.00	-0.36	-0.32	-0.47	-0.62	-0.20	-0.01	-0.29	-0.27	-0.81	-0.29	 0.14	-0.04	-0.38	-0.04	-0.69	-0.71	-0.32	 0.95	 1.45	 1.37	-0.42	 1.05	 1.41	 1.21	 1.57	 0.86	-0.51	 0.04	-0.34	 0.07	-0.58	 0.28	-0.23
YDL159W	-0.06	-0.38	-0.17	-0.01	 0.11	 0.11	 0.01	 0.11	-0.20	-0.42	-0.18	-0.09	 0.04		-0.17	-0.18	 0.08	-0.36	-0.07	 0.10	-0.67	 0.00	 0.48	-0.79	 0.25	-0.23	-0.27	 0.75	-0.45	-0.25	 0.11	-0.14	-1.03	 0.12	 1.07	-1.00	 0.76	-0.32	 0.62		-0.81	-0.27	-1.32	 0.59	-0.01	-0.17	 0.04	 0.06	 0.04	 0.06	-0.36	-0.38	-0.43	 0.18	-0.58	-0.27	-0.23	 0.20	 0.50	-0.23	-0.18	-0.51	-0.49	-1.00	-0.79	-0.56	-0.58	 0.31	 0.03	 0.46	-0.34	-0.89	 0.14	-0.18	-0.06	 0.38	-0.23	-0.45	 0.51	 0.21
YGR055W	-0.22	 0.57	-0.64	-1.03	-0.10	 0.37	 0.95	-0.20	-0.20	-0.18	-0.12	-0.29	-0.42	-0.42	 0.25	 0.26	 0.06	-0.14	-1.12	-1.29	 0.25	-0.01	-0.51	-0.62	-1.25	-0.76	-0.40	-0.97	-0.06	-0.38	 0.53	 0.34	 1.28	 0.03	-0.79	-1.29	-1.06	-0.69	-0.14	-0.64	-0.18	-0.30	-0.43	-1.47	-0.17	-0.14	 0.38	 0.18	 0.36	-0.43	 0.34	 0.29	 0.53	-0.03	 0.23	 0.45	 0.15	 0.32	-0.29	-0.92	-0.09	-0.22	-1.51	-0.97	 0.57	 0.25	 0.36	-1.29	 0.88	 1.05	-2.12	-0.12	-0.07	 0.19	 0.12	 0.10	-0.36	-0.67	-0.47	-0.84
YHL003C	-0.56	-0.43	-0.43	-0.18	-0.12	-0.03	-0.09	-0.51	-0.23	-0.23	-0.25	-0.40	-0.04	-0.32	-0.07	-0.30	-0.54	-0.43	-0.64	-0.56	-0.51	-0.09	 0.50	-0.27	 0.40	-0.29	-0.10	 0.24	-0.12	 0.37	-0.01	 0.32	 0.32	 0.41	 0.72	-0.20	 0.21	-0.30	 0.58	 0.55	-0.47	-0.49	-0.40	-0.43	-0.27	 0.24	 0.21	-0.32	 0.20	 0.21	 0.19	-0.01	 0.01	 0.23	 0.15	-0.09	-0.03	 0.90	 0.26	-0.27	 0.00	-0.22	 0.32	-0.06	-0.27	-0.15	 0.50	 0.04	-0.43	 0.07	 0.54	-0.38	-1.22	 0.08	 0.01	 0.42	 0.24	 0.24	-0.22	-0.81
YOR112W	-0.51	-0.69	-0.29	-0.15	 0.21	-0.27	 0.12	-0.36	-0.29	-0.30	-0.27	-0.04	 0.01	-0.22	 0.15	-0.06	-0.06	 0.12	-0.51	-0.15	 0.38	 0.16	-0.03	 0.00	 0.11	-0.27	-0.38	-1.12	-0.32	-0.43	-0.09	-0.10	-0.25	 0.15	 0.07	-0.09	-0.20	-0.40	-0.54	-0.22	-0.38	-0.45	-0.49	-0.60	-0.51	-0.62	-0.34	-0.38	 0.01	-0.12	-0.30	 0.08	 0.00	-0.29	-0.12	-0.14	-0.27	 0.46	 0.94	 0.06	-0.58	 0.28	 0.32	 0.43	 0.82	 0.55	 0.69	-0.51	-0.04	-0.32	 0.80	 1.12	-0.86	-0.09	-0.07	 0.04	-0.17	-0.23	 0.44	-0.32
YNR060W	-0.09	 0.60	-0.18	-0.15	 0.06	 0.28	 0.30	 0.00	-0.10	-0.32	-0.51	-0.17	-0.10	 0.51	 0.03	-0.49	-0.07	 0.30	 0.04	-0.17	-0.76	-0.69	-0.27	-0.97	 0.49	-0.38	 0.39	-0.07	-0.38	 0.21	-0.18	 0.06	-0.32	 0.10	 0.44	-1.03	 0.19	-1.06	 0.55	 0.77	-0.81	-0.58	-0.92	-0.14	-0.14	 1.07	 0.04	 0.14	-0.12	-0.01	-0.17	-0.79	-0.32	-0.14	-0.67	-0.69	-0.25	-0.04	 0.93	-1.94	-0.23	-0.40	-0.74	-1.25	-1.29	-0.14	-0.74	 0.11	-0.25	 0.76	-1.47	-0.97	 1.29	-0.38	-0.45	 0.04	-0.47	-0.56	 0.23	-0.23
YER097W	-0.43	-0.14	-0.06	 0.01	-0.74	 0.12	-0.69	 0.04	-0.12	-0.04	-0.30	-0.15	-0.12	-0.22	-0.58	 0.16	-0.20	-0.25	-0.09	-0.18	-0.27	 0.15	-0.34	-0.15	-0.45	-0.17	-0.62	-1.06	 0.01	-0.43	-0.18	-0.45	-0.20	-0.12	-0.27	-0.49	-0.20	-0.32	-0.27	-0.54	-0.32	-0.22	-0.45	 0.60	-0.01	 0.57	-0.10	 0.00	 0.14	 0.20	-0.32	-0.49	-0.25	 0.10	-0.36	-0.54	-0.12	 0.56	 1.04	-0.49	-0.03	 0.32	-0.18	-0.71	-1.03	-0.62	-1.03	 0.52	-0.56	-0.20	 0.50	 0.57	-0.40	-0.20		-0.04	-0.15	-0.34	-0.20	 0.61
YFL045C	-0.40	-0.71	-0.22	 0.55	 0.73	 0.72	 0.43	 0.59	 0.56	-0.18	 0.34	 0.19	 0.46	 0.50	 0.40	 0.51	 0.14	 0.11	-0.51	-0.40	 0.12	 0.36	 1.09	-0.03	 0.63	-0.51	 0.70	 0.03	-0.45	 0.52	 0.18	 1.12	 1.21	 0.33	 0.98	 0.14	 1.20	 0.03	 0.93	 0.19	-0.56	-0.47	-0.34	-0.69	-0.60	-0.17	 0.28	 0.52	 0.75	 0.72	 0.42	 0.12	 0.10	 0.38	-0.04	-0.45	-0.43	 1.72	 1.59	-0.84	 0.12	-0.32	-0.01	-0.45	-0.58	-0.60	-0.38	 0.20	-0.15	-0.20	-0.51	-0.42	-0.84	 0.43	 0.49	 1.02	 0.21	-0.20	-0.69	-1.29
YBR009C	-2.84	-3.18	-1.94	-0.64	 1.04	 1.17	 0.20	 0.48	-0.79	-0.81	-1.22	-0.49	 0.50	 0.53	 0.88	 0.19	-0.40	-0.74	-0.34	-0.84	 1.71	 1.50	 0.91	-0.10	-0.81	-1.32	-1.40	-0.30	-0.81	-0.14	 1.38	 1.09	 1.37	 2.00	 1.21	 1.29	-0.04	 0.23	-0.58	-2.12	 0.03	 0.48	 1.21	-2.12	-2.25	-1.94	-1.43	-0.47	-0.15	 0.60	 0.64	 0.46	 0.07	-0.27	 0.08	-0.49	-1.25			 0.29	 0.11	-1.29	 0.55	 0.53	 0.25	-0.15	-0.76	 0.12	 0.04	-1.06	 1.61	-0.10	-0.17	 0.06	-0.01	 0.20	-0.14	 0.34	-0.29	-0.51
YDL087C	-0.23	-0.64	-0.20	 0.32	-0.23	-0.40	-0.06	-0.12	-0.09		-0.22	-0.25		-0.18	-0.20	-0.25	-0.23	-0.34	-0.18	-0.25	-0.32	-0.47	-0.25	-0.81	 0.07	-0.09	-0.40	-0.25	-0.20	-0.47	-0.29	-0.79	-0.97	-0.42	-0.34	-0.20	-0.60	-0.36	-0.25	-0.67	-0.06	-0.20	-0.32	 0.20	 0.10	 0.10	-0.18	-0.22	-0.38	-0.25	-0.23	 0.12	 0.06	 0.10	 0.15	-0.07	 0.23	-0.32	 0.51	-0.42	-0.45	 0.52	 0.29	 0.33	 0.41	 0.55		-0.67	-0.04	-0.47	 1.23	 1.55	-0.09	-0.22	-0.23	-0.15	 0.03	-0.32	 0.04	-0.17
YLR175W	 0.08	-0.67	-0.89	-0.76	-0.12	-0.40	 0.06	-0.29	 0.08	-0.29	-0.01	-0.34	-0.04	-0.25	 0.00	-0.14	-0.42	-0.20	 0.26	 0.24	 0.14	 0.04	-0.56	 0.10	-0.67	-0.06	-0.89	-0.58	-0.25	-1.06	-0.42	-1.29	-0.69	-0.51	-1.36	-0.17	-1.22	-0.22	-1.43	-1.40	-0.34	-0.84	-0.71	-1.51	-0.49	-0.32	 0.10	 0.49	 0.46	 0.31	-0.12	-0.17	 0.23	-0.06	-0.67	-0.84	-0.56	-0.49	-0.62	-0.22	 0.18	-3.06	-1.94	-1.00	-1.89	-1.06	-0.81	-1.15	-1.00	 0.01	-3.84	-3.32	-0.69	 0.32	 0.46	 0.76	-0.32	-0.42	-1.32	-2.32
YML123C	-0.79	-0.84	-0.64	-0.69	-0.10	-0.27	 0.42	 0.04	 0.43	-0.07	 0.10	-0.27	-0.12	-0.30	-0.25	-0.32	-0.25	-0.20	 0.12	-0.25	-0.40	 0.82	 1.00	 0.84	 0.87	 0.90	 1.16	-0.38	 0.42	 0.50	 0.32	 0.51	 1.28	 0.36	 0.77	 0.58	 1.01	 0.58	 0.90	 0.43	-0.49	-0.69	-0.45	-3.06	 0.79	 0.31	 0.64	 0.40	 0.31	-0.09	-0.43	-0.42	 0.10	-0.36	-0.30	-0.54	-0.54	-1.18	-0.58	-1.09	-0.07	 0.93	-0.81	-0.34	-1.60	-1.29	-0.86	-0.67	-1.43	-0.69	-1.00	-2.84	-0.30	 0.51	 0.50	 0.55	-0.56	-0.67	-2.25	-1.69
YLR248W	-0.20	 0.18	 0.33	-0.20	 0.01	-0.12	 0.19	-0.14	-0.01	-0.15	 0.06	 0.04	-0.07	-0.36	-0.17	-0.14	 0.14	 0.03	-0.04	-0.04	-0.06	 0.06	-0.42	 0.23	-0.40	 0.28	-0.49	-0.18	 0.28	-0.43	-0.09	-0.54	-0.47	 0.28	-0.27	 0.03	-0.49	-0.03	-0.60	-0.18	 0.24	 0.11	 0.12	 0.63	-0.40	-0.36	-0.40	-0.29	-0.07	-0.14	-0.04	 0.00	-0.12	-0.07	 0.19	 0.29	-0.04	-0.40	-0.43	 0.20	-0.23	-0.38	-0.51	-1.00	-0.69	-1.40	-1.51	 0.76	 0.10	-0.76	-0.74	-1.06	-0.32	 0.03	 0.11	 0.29	 0.21	 0.73	 1.17	 0.55
YKL092C	-0.22	-0.45	-0.29	-0.17	 0.00	-0.25	-0.12	-0.29	-0.10	-0.30	-0.09	-0.09	 0.06	-0.15	 0.03	 0.00	-0.47	-0.20	-0.36	 0.23	 0.00	-0.67	 0.75	-0.43	 0.63	 0.12	 0.31	 0.06	-0.03	-0.27	 0.55	-0.36	-0.56	-0.25	 0.95	-1.00	 0.76	-0.38	 0.82		-1.22	-0.45	-0.71	-0.22	-0.36	-0.10	 0.01	 0.11	-0.01	 0.08	-0.03	 0.12	 0.16	 0.01	-0.06	-0.09	-0.32	 0.63	 1.07	-0.09	-0.27	 0.04	 0.25	 0.23	 0.29	-0.25	 0.29	-0.34	-0.38	-0.64	 0.66	 0.48	-0.69	-0.03	-0.03	-0.10	-0.18	-0.36	-0.14	-0.34
YKL165C	-0.49	-0.67	 0.19	 0.34	 0.61	 0.14	-0.12	-0.51	-0.38	-0.40	 0.34	 0.04	 0.28	-0.03	 0.10	-0.07	-0.67	-0.40																										-1.51	-1.12	-0.79	 0.42	-0.23	 0.18	 0.41	-0.07	-0.18	-0.17	-0.06	-0.34	-0.29	-0.34	 0.69		-0.71	-0.34	-0.15	-0.09	-0.17		-0.58	-0.64	-0.58	-0.58		 0.78	 0.77	-0.74	-0.03	 0.19	 0.19	-0.10	-0.23	-0.56	-0.71
YDR475C	 0.06	 0.40	 0.37	 0.07	-0.03	 0.04	-0.32	-0.06	 0.18	 0.49		 0.15	-0.30	-0.40	-0.20	 0.26	-0.40	-0.36	-0.64	-0.20	-0.20	-0.69	 0.21	-0.89	-0.74	-0.60	 0.72	 0.38	-0.32	-0.03	-0.34	 0.96	-1.22	-0.17	 0.70	-0.51	 0.15	-0.84	 0.42	 0.97	-0.22	-0.09	-0.32	 0.48	-0.09	 0.76	 0.18	-0.15	-0.15	 0.14	 0.14	-0.27	-0.12	 0.08	 0.12	-0.14	 0.14	 0.06		 0.10	 0.18	-0.18	-0.47	-0.81	-1.15	-0.94	-0.84	 0.21	 0.00	 0.03	-0.25	-0.20	-0.38	-0.23	 0.15	 0.21	-0.03	-0.30	 0.21	 0.40
YNR061C	 0.03	-0.10	 0.00	 0.14	 0.03	-0.14	 0.03	-0.18	-0.12	-0.54	-0.09	-0.32	 0.28	-0.23	 0.01	-0.43	-0.09	-0.38	-0.23	-0.38	-0.56	-0.47	-0.07	-0.45	-0.18	-0.38	 0.20	-1.06	 0.00	 0.31	 0.33	 0.55	 0.56	-0.09	 0.23	-0.58	 0.00	-0.54	 0.00	 0.30	-0.30	-0.38	-0.32	-0.42	-0.09	-0.04	 0.08	-0.10	-0.14	-0.07	-0.10	-0.17	-0.29	-0.07	-0.07	-0.09	-0.20	-0.01	-0.17	-0.25	-0.43	-0.14	 0.23	-0.49	-0.69	-0.38	-0.58	 0.96	-0.49	-0.40	 0.34	-0.29	 0.07	 0.03	-0.03	 0.39	 0.08	-0.14	-0.47	-0.89
YMR082C	-0.06	-0.04	-0.01	-0.22	-0.17	-0.17	-0.10	-0.25	-0.29	-0.06	-0.27	-0.01	-0.17	-0.29	-0.54	-0.30	-0.51	 0.00	-0.51	-0.40	-0.56	-0.81	-0.79	-0.76	-0.17	-0.69	 0.03	-0.56	-0.76	-0.36	-0.22	-0.54	-1.40	-0.04	 0.10	-1.09	 0.14	-0.97	 0.32	 0.28	-0.56	-1.12	-1.29	 0.03	-0.60	-0.47	-0.67	-0.40	-0.38	-0.30	-0.45	-0.15	-0.36	-0.40	-0.15	-0.43	-0.43	-0.45	 0.69	-0.12	-0.71	-0.42	-0.58	-0.27		 0.48	 0.00	-0.43	 0.16	 0.41	-0.09	-0.32	-0.30	-0.49	-0.25	-0.17	-0.45	-0.36	-0.06	-0.20
YLR176C	-0.25	-0.04	 0.00	-0.04	 0.03	-0.12	 0.10	-0.12	-0.10	 0.01	-0.30	-0.14	-0.06	-0.43	 0.03	-0.23	 0.10	-0.17	-0.23	-0.17	-0.15	-0.04	-1.09	-0.04	-0.60	 0.00	-1.09	-0.03	-0.09	-0.09	-0.17	-0.36	-0.64	-0.23	-0.60	-0.14		-0.07	-0.54	-0.36	 0.10	-0.32	-0.25	-0.36	-0.32	-0.45	-0.69	-0.42	-0.36	-0.43	-0.17	 0.12	-0.23	-0.25	-0.07	-0.18	-0.25	 0.43	 2.12	 0.00	-0.22	 0.19	-0.71	-0.71	-1.25	-1.94	-1.74	 0.16	-0.74	-1.43	 0.14	-0.47	-1.36	-0.43	-0.06	-0.94	-1.06	-0.89	 0.44	-0.17
YGL024W	-0.07	 0.10	 0.01		 0.03	 0.07	-0.06	-0.12	-0.27	-0.17	-0.34	-0.14	-0.07	-0.30	-0.12	-0.22	-0.15	-0.42	-0.25	-0.09	-0.20	-0.56	-0.69	-0.60	-0.07	-1.09	-0.56	-0.40	-0.67	 0.46	-0.67	-0.40	-0.54	-0.71	-0.10	-0.49	 0.55	-0.42	-0.15	 0.31	-0.40	-0.60	-0.43	 0.21	-0.29	-0.12	-0.29	-0.29	-0.30	 0.03	-0.23	-0.32	-0.42	-0.14	-0.25	-0.58	-0.29	 1.28	 0.85	-0.23	-0.25	 0.42	 0.20	 0.04	 0.10	-0.10	-0.56	-0.04	-0.22	-0.22	 0.36	 0.12	-0.49	-0.12	-0.12	-0.14	-0.22	-0.56	-0.10	-0.27
YNL102W	-0.62	 2.13	 0.19	 0.99	 0.62	-0.17	-0.22	-0.20		-0.64	 0.28	 0.73	 0.71	 0.08	 0.20	-0.54	-0.69	-0.47	-0.84	-0.49	-0.60	 0.49	-0.62	-0.07	-0.54	 0.07	 0.46	-1.22	 0.11	-0.45	 0.16	-0.58	-0.38	 0.11	-0.67	-0.49	-0.60	-0.22	-0.43	-0.58	-0.29	 0.07	-0.12	-0.47	-0.79	-0.06	-0.07	 0.25	 0.00	 0.23	-0.20	-0.15	 0.15	-0.56	-0.47	-1.18	-0.38	 1.04	 1.28	-0.22	-0.38	-1.00	 1.80	 1.61	 1.00	 0.12	-0.14	 0.00	-0.84	-1.89	 2.66	 2.20	-0.92	 0.03	 0.00	 0.29	-0.10	-0.15	-0.29	-0.71
YEL066W	-0.14	-0.07	 0.20	 0.10	 0.33	 0.20	 0.32	-0.09	 0.04	 0.00	-0.03	 0.04	 0.16	-0.36	-0.14	-0.32	-0.40	-0.54	 1.27	 0.99	 0.62	 0.29	-0.38	 0.43	 0.29	 0.62	 0.23	-0.20	 0.61	 0.34	 0.67	 0.08	 0.65	 0.24	-0.07	 0.54	 0.04	 0.58	 0.12	 0.53	 0.53	 0.54	 0.79	-0.49	 0.21	 0.08	 0.11	 0.36	 0.24	-0.07	 0.33	 0.16	 0.21	 0.24	 0.23	-0.03	 0.45	 0.49	 1.41	-0.71	-0.43	 0.30	 0.99	-0.15	-0.89	-1.18	-1.06	 1.96	-0.60	-0.56	 0.48	-1.09	-0.94	-0.06	 0.04	 0.16	 0.01	 0.24	 0.63	 0.26
YML050W	-0.03	-0.20	 0.18	-0.09	 0.37	-0.04	-0.04	 0.11	 0.01	-0.17	 0.77	-0.09	-0.12	-0.18	-0.18	 0.19	-0.22	-0.25	-0.10	 0.08	-0.30	-0.17	-0.30	 0.10	 0.56	 0.68	 0.83	 0.46	 0.36	-0.43	 0.30	-0.32	-0.58	 0.00	 0.34	 0.29	 0.23	 0.37	 0.48	 0.31	 0.52	 0.31	 0.58	-0.06	-0.92	-0.14	-0.17	-0.23	-0.62	-0.29	-0.22	-0.40	-0.40	-0.20	-0.49	-0.64	-0.34	-0.49	 0.29	-0.03	-0.06	 0.10	 0.03	 0.18	 0.48	 0.23	 0.14	-0.38	 0.04	-0.42	-0.38	-0.15	 1.40	-0.17	-0.03	 0.38	-0.09	-0.34	 0.79	 0.34
YIR014W	-0.47	 0.53	-0.18	-0.20	-0.18	 0.03	-0.25	-0.04	-0.15	-0.30	-0.34	-0.42	-0.10	-0.29	-0.01	-0.07	-0.56	-0.04	-0.20	-0.34	-0.51	-0.40	-0.18	-0.43	-0.22	-0.43	-0.01	 0.26	-0.38	-0.40	-0.49	 0.12	-0.49	-0.51	 0.07	-0.79	 0.45	-0.58	-0.18	 0.49	-0.25	-0.14	 0.00	 0.57	-0.12	-0.10	-0.45	-0.84	-0.79	-0.76	-0.54	-0.36	-0.67	-0.27	 0.03	-0.10	 0.00	 0.26	 0.86	-0.10	-0.04	-0.38	-0.69	-0.74	-0.27	-0.22	 0.29	-0.15	 0.49	 0.99	-0.20	-0.38	 0.67	-0.25	-0.10	 0.26	 0.04	-0.15	 0.38	 0.23
YHR035W																			-0.20	-0.14	-0.27	-0.34	-0.43	-0.62	-0.69	-0.58	 1.76	-0.15	-0.40	-0.47	-0.54	-0.51	-0.20	-0.49	-0.84	-0.34	-0.34	-2.25	 0.03	-0.27	-0.60	-0.43	-0.54															 0.23	 0.40		-0.47	 0.19	 0.00	 0.40	 0.75	 0.18	-0.10	-0.69	-0.47	-1.18	 1.74	 1.65	-0.49	-0.58	-0.42	 0.06	-0.32	-0.54	 0.74	-0.15
YHR108W	-0.03	-0.34	-0.07	 0.03	 0.19	 0.07	 0.50	 0.23	 0.11	-0.15	-0.22	-0.20	 0.06	-0.10	 0.30	 0.10	 0.45	-0.12	-0.42	-0.49	-0.12	 0.30	 0.12	 0.36	-0.25	 0.08	-0.51	-0.86	-0.04	-0.62	 0.19	-0.36	-0.15	 0.28	-0.34	 0.58	-0.01	 0.23	-0.01	-0.40	-0.06	-0.06	-0.20	-0.17	-0.49	-0.36	-0.32	-0.15	-0.12	 0.08	 0.32	 0.16	-0.01	 0.20	 0.34	-0.09	-0.10	 0.85	 0.16	-0.54	-0.23	-0.38	-0.49	-1.00	-1.15	-1.43	-1.09	-0.06	-0.29	-0.04	-0.49	-1.40	-0.23	 0.23	 0.56	 0.25	-0.51	-0.49	-0.22	-0.92
YGR056W	-0.10	-0.54	-0.49	-0.51	-0.23	-0.49	 0.11	-0.20	-0.22	 0.01	-0.20	-0.14	-0.22	-0.30	-0.18	-0.14	-0.23	-0.18	 0.00	 0.11	-0.25	-0.30	-0.27	-0.34	-0.34	-0.03	-0.47	-0.38	-0.40	-0.43	-0.14	-0.58	-1.36	-0.38	-0.01	-0.58	-0.32	-0.43	 0.14	 0.49	-0.30	-0.67	-0.45	 0.16	-0.20	-0.42	 0.00	 0.07	-0.07	-0.27	-0.25	-0.09	-0.17	-0.51	 0.16	-0.20	-0.18	-0.36	 0.40	-0.36	-0.51	-0.36	-0.43	-0.20	-0.54	-0.74	-0.94	-0.49	-0.58	-0.30	 0.06	-0.20	-0.97	-0.18	-0.27	-0.36	-0.89	-0.84	-0.86	-1.00
YBR220C	-0.01	-0.42	-0.04	-0.71	-0.36	 0.34	 0.06	 0.26	 0.12	 0.51	-0.30	-0.14	 0.00	-0.40	 0.01	-0.14	 0.03	 1.04	 0.19	-0.15	 0.03	-0.20	 0.26	-0.20	 0.33	-0.10	 0.41	-0.29	-0.29	-0.09	-0.04	 0.20	-0.12	-0.32	 0.30	-0.43	 0.40	-0.30	 0.53	 0.07	-0.60	-0.64	-0.58	-0.17	-0.01	 0.03	 0.03	 0.08	 0.23	 0.16	 0.04	 0.41	 0.08	 0.24	 0.44	-0.04	-0.20	-1.03	 0.20	-0.30	-0.09	-0.34	 0.07	 0.12	-0.22	 0.04	 0.21	-0.06	-0.04	 0.41	 0.19	-0.36	-0.92	 0.29	 0.44	 0.58	 0.06	-0.12	-0.58	-0.71
YOR040W	-0.34	-0.47	-0.45	-0.40	-0.25	-0.47	-0.27	-0.42	-0.49	-0.32	-0.64	-0.17	-0.43	-0.62	-0.54	-0.49	-0.23	 0.21	-0.09	 0.03	-0.43	 0.01	 0.08	 0.01	 0.68	 0.21	 0.58	 0.19	-0.06	 0.46	 0.49	 0.51	-0.81	 0.56	 1.01	-0.25	 0.66	 0.07	 0.53	 0.84	-0.06	 0.56	 0.06	 0.16	-0.51	-1.03	-0.76	-0.60	-0.43	-0.71	-0.23	-0.20	-0.27	-0.22	-0.25	-0.30	-0.17	 0.08	 0.36	-0.30	-0.30	 0.73	 1.21	 1.04	 0.79	 0.26	 0.24	 0.01	-0.62	-1.15	 1.15	 1.55	-0.17	-0.34	 0.11	 0.40	 0.01	 0.07	 0.84	 0.40
YGR129W	-0.36	 0.07	-0.43	-0.25	-0.67	 0.10	-0.49	-0.06	-0.14	 0.20	-0.43	-0.17	-0.17	-0.27	-0.45	 0.00	-0.14	-0.22	-0.06	 0.01	-0.27	 0.83	-0.12	-0.56	 0.42	-0.20	-0.12	 0.57	-0.20	 0.41	-0.58	-0.51	-0.36	 0.68	 0.32	-0.09	 0.11	-0.12	 0.51	 0.39	-0.64	-0.22	-0.25	 0.37	 0.42	 0.31	-0.17	 0.00	 0.08	-0.09	-0.18	-0.32	-0.32	 0.07	-0.22	-0.01	 0.07	-0.43	 0.85	-0.04	 0.15	-1.18	-0.17	-0.42	-1.00	-0.32	 0.04	 0.72	-0.43	 0.10	-0.38	-0.60	 0.20	-0.20	-0.54	 0.10	-0.12	-0.23	 0.75	 0.14
YJL186W	-0.43	-0.23	-0.89	-0.49	-0.43	-0.15	-0.40		-0.58	-0.23	-0.58	-0.45	-0.25	-0.38	-0.51	-0.32	-0.60	-0.56	-0.18	 0.16	 0.18	 0.48	 0.37	 0.25	-0.69	 0.01	-0.49	 0.10	 0.11	 0.14	 0.43	 0.41	 0.43	 0.59	 0.99	 0.30	 0.33	 0.04	-0.30	 0.30	-0.22	-0.17	-0.30	-1.22	 0.04	-0.12	 0.07	 0.12	 0.01	 0.20	 0.67	 0.30	 0.43	 0.31	 0.19	-0.12	 0.25	 0.11	 0.23	-0.45	-0.43	 0.95	-0.15	-0.12	-0.62	-0.07	 0.60	 0.07	-0.51	-0.01	 0.33	-0.20	-0.94	 0.07	 0.23	 0.03	-0.07	-0.27	-0.60	-0.64
